bench;ind;r0;r1;r2;r3;r4;r5;r6;r7;r8;r9;sl;fp;ip;sp;lr;totalInstructions;memoryRead;memoryWrite;memoryAccess;text;data;bss;stack;rf_sdc;rf_hang;size;cycles;ft_overall;sdc_overall;hang_overall
tarai;98c9d7e33fbb3ab9fe07663883cd79ff937a5fb5;220;188;304;232;429;362;244;494;186;405;531;495;156;682;499;696;90;170;260;15848;2392;280;1025;1.4375;19.9375;151156;416;83.22727272729999;1.04545454545;15.7272727273
tarai;996b0775b48b6a9a52bc0cf5e48090b55f12a844;399;368;311;231;707;673;496;749;404;284;911;875;151;940;757;954;74;116;190;11132;2392;280;1025;1.6375;25.5625;172770;674;78.8;1.3;19.9
tarai;9981ed89d453fec5f9e67780d9e0294cd438ec47;397;397;263;232;720;637;496;720;406;284;885;849;150;914;766;928;74;116;190;11260;2392;280;1025;1.8000000000000003;25.7;172900;648;78.8181818182;1.42727272727;19.7545454545
tarai;999e04e8fbadf22de2edd03880ad0d5201650dba;208;169;323;287;375;378;199;480;201;284;516;480;152;686;483;700;94;157;251;29224;2392;280;1025;1.25;18.4375;164532;420;84.8181818182;0.909090909091;14.2727272727
tarai;99dc025effcf9f327d9ea5c3817e75045b510d3a;197;152;336;239;464;439;326;488;209;284;678;642;146;707;524;721;74;116;190;17980;2392;280;1025;1.0;20.8125;198790;441;82.8636363636;0.909090909091;16.2272727273
tarai;99e370202bf9b458775d8803274c4772c121867a;223;172;292;236;452;410;272;601;221;284;676;640;146;705;552;719;74;116;190;10344;2392;280;1025;1.75;23.5;145152;439;80.4090909091;1.45454545455;18.1363636364
tarai;9a31b11e0089d0df6e7fb240b7363d00b018e1d8;224;189;312;358;430;377;231;520;126;284;553;517;149;700;521;714;90;170;260;13160;2392;280;1025;1.25;19.125;148470;434;84.0;1.04545454545;14.9545454545
tarai;9a5fabd924f7689093b9bc5d9aef9063f137deab;223;172;292;236;452;410;272;601;221;284;676;640;146;705;552;719;74;116;190;10344;2392;280;1025;2.1875;22.4375;145652;439;80.8636363636;1.63636363636;17.5
tarai;9a88cfcca5dad6f1e546d366a53fc0ee859065e7;190;190;301;339;418;349;221;522;125;284;555;519;150;706;522;720;122;170;292;13096;2392;280;1025;1.375;18.0;148404;440;85.27272727270001;1.04545454545;13.6818181818
tarai;9a8f4786922dc34b151709e8b5f3162a057762e2;223;172;292;236;479;446;317;628;224;284;694;658;146;723;543;737;74;116;190;10344;2392;280;1025;1.625;21.0;145652;457;82.22727272729999;1.27272727273;16.5
tarai;9aabc6464b29ceaa7b31dfb9b964c2977693b8c2;198;130;277;295;380;328;197;467;169;368;528;477;146;672;479;686;83;133;216;12904;2392;280;1025;1.1124999999999998;19.0375;147710;406;84.2454545455;0.9;14.8545454545
tarai;9abb1d72f90de6daecb08e36003382dae18c8279;178;120;301;291;347;315;196;476;164;284;514;465;146;672;484;686;98;145;243;20476;2392;280;1025;1.3125;18.375;201254;406;84.54545454550001;0.954545454545;14.5
tarai;9ad8459c07fab74e8c830a158fe69493f36e2c09;189;158;298;232;405;354;224;500;145;404;538;502;150;695;505;709;114;168;282;23484;2392;280;1025;2.0;18.5625;204254;429;83.6818181818;1.59090909091;14.7272727273
tarai;9af02943d4149c30720da26d1ca2a5e8c4e008f5;205;154;285;448;456;405;306;607;226;284;678;642;154;707;538;721;74;116;190;10472;2392;280;1025;1.9375;22.5;145782;441;81.1363636364;1.40909090909;17.4545454545
tarai;9ba8ac1f2a7eed3004b0bb1f4fd77383bf3be6f4;72;73;288;341;335;260;128;352;69;648;381;345;150;597;349;611;99;143;242;50812;2392;280;1025;1.1875;16.75;231582;331;86.1818181818;0.863636363636;12.9545454545
tarai;9bd49799f7d92464e49e567069d61702e7b052c0;320;191;419;415;916;875;746;972;61;284;1001;916;146;752;688;1044;261;249;510;10536;2392;280;1025;0.75;16.125;145346;764;86.6818181818;0.7272727272730001;12.5909090909
tarai;9be03b3646ba041bb38abfbc00c6a4afd16b443c;226;198;321;357;424;377;231;519;125;284;552;516;150;703;520;717;90;170;260;21308;2392;280;1025;1.125;20.4375;201828;437;83.0909090909;0.909090909091;16.0
tarai;9be166d149887f5acc460fca0c83e32ac256e7d5;220;157;285;442;456;401;272;590;218;284;669;633;150;698;541;712;74;116;190;10472;2392;280;1025;1.625;23.75;145280;432;80.3636363636;1.1818181818200002;18.4545454545
tarai;9beaf6790732972586055e377386a87dcedc76a0;226;198;321;357;424;377;231;519;125;284;552;516;150;703;520;717;90;170;260;21308;2392;280;1025;0.9375;20.25;201828;437;83.04545454550001;0.6818181818179999;16.2727272727
tarai;9bfc240d723d9074ba0d13176f1c463ff05a30a2;228;170;307;234;462;444;301;531;227;284;690;654;150;719;514;733;74;116;190;10472;2392;280;1025;1.75;20.125;145780;453;82.9090909091;1.3181818181799998;15.7727272727
tarai;9c1b921a96fee3a07da0118b4aec348ba141b91c;215;172;351;237;438;415;278;610;246;284;689;653;149;718;536;732;73;115;188;10472;2392;280;1025;1.5;21.4375;145780;452;82.22727272729999;1.13636363636;16.636363636400002
tarai;9c39eb8aa703c9653158d2dab5ccda315d9e7389;77;80;265;344;319;369;188;370;114;299;395;402;146;609;424;623;88;125;213;25128;2392;280;1025;1.0625;18.0;159934;343;85.0727272727;0.8181818181820001;14.1090909091
tarai;9c467dde276ca9876ccd6d3f8fc60906fb7c7180;213;201;303;280;415;368;223;503;120;284;538;502;150;685;504;699;90;170;260;13096;2392;280;1025;1.425;19.7625;148404;419;83.5727272727;1.08181818182;15.3454545455
tarai;9c8bd2c4825df6c95e6f9a587daa48e13c08b14c;215;171;359;234;443;428;281;622;215;284;697;661;146;726;542;740;74;116;190;10344;2392;280;1025;1.25;21.625;145152;460;82.5;1.09090909091;16.4090909091
tarai;9cc1ced7126fb0f1ff0ed70815b60d3b2044d54a;224;210;277;236;493;412;274;491;215;284;659;623;150;688;539;702;75;117;192;10344;2392;280;1025;1.925;21.887500000000003;145150;422;81.4363636364;1.44545454545;17.1181818182
tarai;9cd03f274b251c837b86f037e59086bc4ac2f16c;72;73;288;341;335;260;128;352;69;648;381;345;150;597;349;611;99;143;242;43176;2392;280;1025;1.1875;15.25;178484;331;86.8181818182;1.0;12.1818181818
tarai;9cf0889494b5cc48c124776138cf9009a8ffec1c;448;290;443;335;585;459;321;660;430;459;928;892;165;957;616;971;176;150;326;18876;2392;284;1025;1.1875;25.125;226585;632;79.95454545449999;0.909090909091;19.1363636364
tarai;9cf9c7ca01dc87434e070f32726ecdbd3767b6ab;216;177;273;231;446;402;304;559;244;284;669;633;149;698;535;712;74;116;190;10472;2392;280;1025;1.5625;20.875;145780;432;82.6818181818;1.1818181818200002;16.136363636400002
tarai;9d1562954e57c48d52391381c74bff96351ddd3c;83;86;289;382;305;286;144;407;74;290;401;361;154;640;417;654;117;136;253;26664;2392;280;1025;0.9375;17.1875;161470;374;85.6818181818;0.7272727272730001;13.5909090909
tarai;9d41c2b1f4ea2b31a12a9d65b1e5d1c0d97352da;227;174;314;236;466;451;309;553;209;284;698;662;150;727;521;741;75;117;192;10344;2392;280;1025;1.625;18.25;145150;461;84.1363636364;1.27272727273;14.5909090909
tarai;9d915785611e108c493b9ec6eafb5098f22e1f0a;214;198;278;236;490;410;272;489;215;284;657;621;146;686;543;700;74;116;190;10344;2392;280;1025;1.75;20.875;145652;420;82.5;1.36363636364;16.136363636400002
tarai;9d91a9354d479072bd22408db213da431ed6bea0;96;87;198;256;420;318;217;453;115;306;413;356;187;597;426;611;85;125;210;41320;2392;280;1025;3.6875;20.012500000000003;176126;331;81.7909090909;2.7636363636400003;15.4454545455
tarai;9d9db456fe275a7e01b8823c07b277c1df1b1fcb;103;89;329;343;300;271;144;375;88;284;410;374;149;620;373;634;103;154;257;524904;2392;280;1025;1.4374999999999998;16.525;659710;354;85.9;1.1;13.0
